customer_key,customer_number,name,age,age_group,customer_segment,last_order_date,recency,avg_order_value,avg_monthly_spending,total_orders,total_products,total_quantity,total_sales,lifespan
16910,AW00027909,Mayra Randall,44,40-59,New,2013-10-10,138,549,549,1,2,2,549,0
16911,AW00027910,Arturo Zhou,77,60 and above,New,2013-02-13,146,575,575,1,2,2,575,0
16912,AW00027911,Robert Moore,44,40-59,New,2014-01-06,135,25,25,1,2,2,25,0
16913,AW00027912,Caitlin Ramirez,44,40-59,New,2013-12-19,136,60,60,1,3,3,60,0
16914,AW00027913,Brittney Zheng,43,40-59,New,2013-08-11,140,5,5,1,1,1,5,0
16915,AW00027914,Jasmine Foster,45,40-59,New,2013-04-12,144,40,40,1,2,2,40,0
16916,AW00027915,Jordan Green,40,40-59,New,2013-10-15,138,40,40,1,2,2,40,0
16917,AW00027916,Aaron Carter,46,40-59,New,2013-12-22,136,40,40,1,2,2,40,0
16918,AW00027917,Andrea Sanders,41,40-59,New,2011-02-18,170,3578,3578,1,1,1,3578,0
16919,AW00027918,Samantha Ross,42,40-59,VIP,2013-11-26,137,2999,181,2,5,5,5998,33
16920,AW00027919,Ryan Lal,47,40-59,VIP,2013-10-31,138,3008,188,2,3,3,6016,32
16921,AW00027920,Mary Howard,47,40-59,VIP,2013-11-07,137,2998,181,2,3,3,5997,33
16922,AW00027921,Sydney Long,67,60 and above,New,2013-08-19,140,7,7,1,2,2,7,0
16923,AW00027922,Isabella King,61,60 and above,New,2013-10-19,138,60,60,1,3,3,60,0
16924,AW00027923,Douglas Arun,61,60 and above,New,2013-10-23,138,29,29,1,1,1,29,0
16925,AW00027924,Jeffery He,63,60 and above,New,2013-03-29,145,2526,2526,1,3,3,2526,0
16926,AW00027925,Adam Butler,63,60 and above,New,2013-11-13,137,39,39,1,2,2,39,0
16927,AW00027926,Eduardo Mitchell,64,60 and above,New,2013-03-17,145,5,5,1,1,1,5,0
16928,AW00027927,Omar Zhao,64,60 and above,New,2013-12-24,136,4,4,1,1,1,4,0
16929,AW00027928,Dianne Slattengren,64,60 and above,New,2013-08-27,140,1120,1120,1,1,1,1120,0
16930,AW00027929,Ross Madan,64,60 and above,New,2013-03-23,145,4,4,1,1,1,4,0
16931,AW00027930,Clarence Sharma,64,60 and above,New,2013-04-01,144,36,36,1,3,3,36,0
16932,AW00027931,Tabitha Patel,64,60 and above,New,2013-11-22,137,7,7,1,2,2,7,0
16933,AW00027932,Leslie Diaz,53,40-59,New,2013-08-09,140,124,124,1,3,3,124,0
16934,AW00027933,Amber Evans,66,60 and above,New,2013-11-20,137,13,13,1,2,2,13,0
16935,AW00027934,Lanna Slaven,70,60 and above,New,2013-12-13,136,5,5,1,1,1,5,0
16936,AW00027935,Johnny Chander,75,60 and above,New,2013-08-26,140,114,114,1,4,4,114,0
16937,AW00027936,Bruce Martin,74,60 and above,New,2013-06-17,142,25,25,1,1,1,25,0
16938,AW00027937,Kristine Alvarez,75,60 and above,New,2013-03-18,145,2641,2641,1,5,5,2641,0
16939,AW00027938,Ricky Serrano,75,60 and above,New,2013-07-12,141,39,39,1,2,2,39,0
16940,AW00027939,Lawrence Navarro,74,60 and above,New,2013-04-10,144,93,93,1,3,3,93,0
16941,AW00027940,Ross Suarez,73,60 and above,New,2013-05-11,143,39,39,1,2,2,39,0
16942,AW00027941,Margaret Chen,67,60 and above,New,2013-06-24,142,15,15,1,3,3,15,0
16943,AW00027942,Marvin Diaz,60,60 and above,New,2013-01-30,147,29,29,1,2,2,29,0
16944,AW00027943,Sabrina Alvarez,65,60 and above,New,2013-04-19,144,2443,2443,1,1,1,2443,0
16945,AW00027944,Dalton Bell,65,60 and above,New,2013-05-28,143,2579,2579,1,6,6,2579,0
16946,AW00027945,Christine Andersen,60,60 and above,New,2013-04-26,144,13,13,1,2,2,13,0
16947,AW00027946,Katie Holt,66,60 and above,New,2013-11-19,137,1143,1143,1,4,4,1143,0
16948,AW00027947,Alison Andersen,66,60 and above,New,2013-10-28,138,5,5,1,1,1,5,0
16949,AW00027948,Cathy Sloan,61,60 and above,New,2013-05-30,143,2457,2457,1,3,3,2457,0
16950,AW00027949,Jason Russell,67,60 and above,New,2013-01-04,147,574,574,1,3,7,574,0
16951,AW00027950,Shannon Sanz,68,60 and above,New,2013-11-06,137,5,5,1,1,1,5,0
16952,AW00027951,Roy Torres,67,60 and above,New,2013-12-14,136,2335,2335,1,3,3,2335,0
16953,AW00027952,Roy Perez,68,60 and above,New,2013-06-27,142,2480,2480,1,3,3,2480,0
16954,AW00027953,Marie Garcia,62,60 and above,New,2013-02-12,146,549,549,1,2,2,549,0
16955,AW00027954,Brenda Saunders,68,60 and above,New,2013-08-21,140,40,40,1,2,2,40,0
16956,AW00027955,Ramon Wu,63,60 and above,New,2013-06-20,142,39,39,1,2,2,39,0
16957,AW00027956,Terrence Jai,69,60 and above,New,2013-02-21,146,554,554,1,3,3,554,0
16958,AW00027957,Tabitha Suri,69,60 and above,New,2013-03-31,145,6,6,1,2,2,6,0
16959,AW00027958,Marcus Clark,57,40-59,New,2013-12-16,136,39,39,1,2,2,39,0
16960,AW00027959,Armando Ramos,64,60 and above,New,2013-08-01,140,55,55,1,2,2,55,0
16961,AW00027960,Randall Alonso,69,60 and above,New,2013-04-20,144,7,7,1,2,2,7,0
16962,AW00027961,Alejandro Zheng,71,60 and above,New,2013-03-23,145,29,29,1,2,2,29,0
16963,AW00027962,Rebekah Martin,70,60 and above,New,2013-07-30,141,7,7,1,2,2,7,0
16964,AW00027963,Kendra Dominguez,65,60 and above,New,2013-12-12,136,7,7,1,2,2,7,0
16965,AW00027964,Alicia Shan,71,60 and above,New,2013-05-04,143,6,6,1,2,2,6,0
16966,AW00027965,Meredith Gomez,65,60 and above,New,2013-03-09,145,565,565,1,3,3,565,0
16967,AW00027966,Jenny Chen,72,60 and above,New,2013-03-24,145,40,40,1,2,2,40,0
16968,AW00027967,Stefanie Patel,72,60 and above,New,2013-04-18,144,554,554,1,3,3,554,0
16969,AW00027968,Roger Xu,44,40-59,New,2013-02-02,146,40,40,1,2,2,40,0
16970,AW00027969,Bryant Patel,43,40-59,New,2013-11-25,137,599,599,1,3,3,599,0
16971,AW00027970,Willie Andersen,44,40-59,New,2013-04-04,144,64,64,1,3,3,64,0
16972,AW00027971,Jodi Jai,46,40-59,New,2013-10-30,138,59,59,1,2,2,59,0
16973,AW00027972,Leonard Smith,46,40-59,New,2013-11-23,137,68,68,1,3,3,68,0
16974,AW00027973,Randall Serrano,41,40-59,New,2013-11-24,137,540,540,1,1,1,540,0
16975,AW00027974,Dustin Shen,47,40-59,New,2013-11-16,137,554,554,1,3,3,554,0
16976,AW00027975,Jay Gill,48,40-59,New,2013-09-11,139,83,83,1,3,3,83,0
16977,AW00027976,Dominique Gonzalez,48,40-59,New,2013-09-16,139,59,59,1,2,2,59,0
16978,AW00027977,Jerome Alonso,48,40-59,New,2013-11-09,137,554,554,1,3,3,554,0
16979,AW00027978,Barbara Luo,43,40-59,New,2013-02-04,146,29,29,1,2,2,29,0
16980,AW00027979,Ramon Zeng,48,40-59,New,2013-08-02,140,5,5,1,1,1,5,0
16981,AW00027980,Crystal Hu,43,40-59,New,2013-05-16,143,29,29,1,2,2,29,0
16982,AW00027981,Aimee Hu,43,40-59,New,2013-01-31,147,40,40,1,2,2,40,0
16983,AW00027982,Cesar Perez,42,40-59,New,2013-11-02,137,604,604,1,2,2,604,0
16984,AW00027983,Ruben Saunders,48,40-59,New,2013-10-31,138,540,540,1,1,1,540,0
16985,AW00027984,Rebekah Ramos,49,40-59,New,2013-11-28,137,561,561,1,2,2,561,0
16986,AW00027985,Michele Shen,49,40-59,New,2013-11-17,137,540,540,1,1,1,540,0
16987,AW00027986,Henry Vance,50,40-59,New,2013-12-09,136,554,554,1,3,3,554,0
16988,AW00027987,Wyatt Jenkins,50,40-59,New,2013-12-04,136,554,554,1,3,3,554,0
16989,AW00027988,Dylan Ross,70,60 and above,New,2013-10-19,138,7,7,1,2,2,7,0
16990,AW00027989,Joseph Thomas,72,60 and above,New,2014-01-07,135,4,4,1,1,1,4,0
16991,AW00027990,Katherine Thompson,71,60 and above,New,2013-08-14,140,39,39,1,2,2,39,0
16992,AW00027991,Natalie Rivera,71,60 and above,New,2013-09-15,139,2,2,1,1,1,2,0
16993,AW00027992,Dylan Taylor,71,60 and above,New,2013-11-19,137,2,2,1,1,1,2,0
16994,AW00027993,Hunter Miller,73,60 and above,New,2013-05-05,143,2,2,1,1,1,2,0
16995,AW00027994,Jodi Rai,82,60 and above,New,2013-08-23,140,7,7,1,2,2,7,0
16996,AW00027995,Carlos Stewart,83,60 and above,New,2013-03-02,145,5,5,1,1,1,5,0
16997,AW00027996,Angela Alexander,83,60 and above,New,2013-02-09,146,68,68,1,3,3,68,0
16998,AW00027997,Lydia Malhotra,77,60 and above,New,2013-11-01,137,5,5,1,1,1,5,0
16999,AW00027998,Ethan Lewis,83,60 and above,New,2013-09-10,139,144,144,1,3,3,144,0
17000,AW00027999,Nathan Shan,76,60 and above,New,2013-11-10,137,103,103,1,4,4,103,0
17001,AW00028000,Rebecca Roberts,82,60 and above,New,2013-09-07,139,94,94,1,2,2,94,0
17002,AW00028001,Sydney Rodriguez,81,60 and above,New,2013-10-13,138,40,40,1,2,2,40,0
17003,AW00028002,Christy Kumar,81,60 and above,New,2013-04-01,144,40,40,1,2,2,40,0
17004,AW00028003,Julia Sanchez,80,60 and above,New,2013-02-20,146,5,5,1,1,1,5,0
17005,AW00028004,Andrea Edwards,80,60 and above,New,2013-04-15,144,7,7,1,2,2,7,0
17006,AW00028005,Amber Young,79,60 and above,New,2013-03-27,145,7,7,1,2,2,7,0
17007,AW00028006,Seth Torres,79,60 and above,New,2013-06-09,142,7,7,1,2,2,7,0
17008,AW00028007,Clayton Ye,78,60 and above,New,2013-08-15,140,40,40,1,2,2,40,0
17009,AW00028008,Jada Baker,78,60 and above,New,2013-07-24,141,7,7,1,2,2,7,0
17010,AW00028009,Arianna Washington,66,60 and above,New,2013-07-11,141,7,7,1,2,2,7,0
17011,AW00028010,Justin Long,78,60 and above,New,2013-08-11,140,64,64,1,3,3,64,0
17012,AW00028011,Andrew Lan,77,60 and above,New,2013-04-24,144,7,7,1,2,2,7,0
17013,AW00028012,Ian Stewart,71,60 and above,New,2013-08-23,140,7,7,1,2,2,7,0
17014,AW00028013,James Miller,70,60 and above,New,2011-08-13,164,3578,3578,1,1,1,3578,0
17015,AW00028014,Rachel Robinson,75,60 and above,New,2011-02-04,170,3578,3578,1,1,1,3578,0
17016,AW00028015,Christian Chen,67,60 and above,New,2013-05-27,143,29,29,1,2,2,29,0
17017,AW00028016,Cody Sanders,74,60 and above,New,2013-10-10,138,2,2,1,1,1,2,0
17018,AW00028017,Christopher Martin,75,60 and above,New,2011-02-11,170,3578,3578,1,1,1,3578,0
17019,AW00028018,Rachel Foster,69,60 and above,New,2011-01-30,171,3578,3578,1,1,1,3578,0
17020,AW00028019,Melissa Ramirez,74,60 and above,New,2013-12-21,136,7,7,1,2,2,7,0
17021,AW00028020,Lucas Griffin,68,60 and above,New,2013-05-08,143,40,40,1,2,2,40,0
17022,AW00028021,Katherine Nelson,73,60 and above,New,2013-07-09,141,79,79,1,2,2,79,0
17023,AW00028022,Jason Lopez,74,60 and above,New,2011-02-15,170,3578,3578,1,1,1,3578,0
17024,AW00028023,Andrea James,73,60 and above,New,2014-01-03,135,40,40,1,2,2,40,0
17025,AW00028024,Miguel Perry,74,60 and above,New,2014-01-17,135,194,194,1,5,5,194,0
17026,AW00028025,Mya Russell,73,60 and above,New,2014-01-21,135,70,70,1,1,1,70,0
17027,AW00028026,Paige Ross,56,40-59,New,2013-11-27,137,7,7,1,2,2,7,0
17028,AW00028027,Destiny Hughes,72,60 and above,New,2013-11-07,137,120,120,1,2,2,120,0
17029,AW00028028,Elijah Allen,72,60 and above,New,2013-04-08,144,64,64,1,3,3,64,0
17030,AW00028029,Seth Price,72,60 and above,New,2013-08-24,140,40,40,1,2,2,40,0
17031,AW00028030,Jason Gonzalez,67,60 and above,VIP,2013-11-20,137,2985,180,2,3,3,5971,33
17032,AW00028031,Kari Navarro,73,60 and above,VIP,2013-11-19,137,3023,183,2,4,4,6047,33
17033,AW00028032,Grace Coleman,72,60 and above,New,2013-02-21,146,75,75,1,3,3,75,0
17034,AW00028033,Gavin Jenkins,73,60 and above,New,2013-10-30,138,25,25,1,2,2,25,0
17035,AW00028034,Gabriella Stewart,66,60 and above,New,2013-12-04,136,70,70,1,1,1,70,0
17036,AW00028035,Gabriella Green,71,60 and above,New,2013-04-29,144,70,70,1,1,1,70,0
17037,AW00028036,Jonathan Gonzales,72,60 and above,New,2011-08-03,164,3578,3578,1,1,1,3578,0
17038,AW00028037,Jeremiah Gonzales,72,60 and above,New,2013-12-14,136,34,34,1,3,3,34,0
17039,AW00028038,Philip Gomez,72,60 and above,VIP,2013-11-21,137,2992,181,2,5,5,5985,33
17040,AW00028039,Xavier Lee,66,60 and above,New,2011-02-09,170,3578,3578,1,1,1,3578,0
17041,AW00028040,Jack Mitchell,71,60 and above,New,2011-02-08,170,3578,3578,1,1,1,3578,0
17042,AW00028041,Rebecca Wright,71,60 and above,New,2011-02-27,170,3578,3578,1,1,1,3578,0
17043,AW00028042,Joseph Brown,65,60 and above,New,2011-02-12,170,3578,3578,1,1,1,3578,0
17044,AW00028043,Gabrielle Young,70,60 and above,New,2013-04-24,144,40,40,1,2,2,40,0
17045,AW00028044,Jimmy Navarro,70,60 and above,New,2011-02-16,170,3578,3578,1,1,1,3578,0
17046,AW00028045,Zachary Thomas,70,60 and above,New,2013-09-07,139,120,120,1,2,2,120,0
17047,AW00028046,Michelle Reed,70,60 and above,New,2013-12-13,136,70,70,1,1,1,70,0
17048,AW00028047,Jay Sanchez,69,60 and above,New,2011-02-15,170,3578,3578,1,1,1,3578,0
17049,AW00028048,Samuel Powell,64,60 and above,New,2013-10-31,138,84,84,1,3,3,84,0
17050,AW00028049,Xavier Washington,69,60 and above,New,2013-02-13,146,27,27,1,3,3,27,0
17051,AW00028050,Isaiah Evans,69,60 and above,New,2013-10-10,138,21,21,1,1,1,21,0
17052,AW00028051,Thomas Young,63,60 and above,New,2011-08-28,164,3578,3578,1,1,1,3578,0
17053,AW00028052,Franklin Li,57,40-59,New,2013-11-04,137,68,68,1,3,3,68,0
17054,AW00028053,Jared Howard,69,60 and above,New,2013-04-15,144,69,69,1,3,3,69,0
17055,AW00028054,Carol Cox,68,60 and above,New,2013-03-30,145,25,25,1,2,2,25,0
17056,AW00028055,Brooke Peterson,62,60 and above,New,2013-06-16,142,75,75,1,2,2,75,0
17057,AW00028056,Alex Gray,67,60 and above,New,2013-11-27,137,30,30,1,2,2,30,0
17058,AW00028057,Rachel Anderson,68,60 and above,New,2013-03-25,145,21,21,1,1,1,21,0
17059,AW00028058,Jaime Alvarez,68,60 and above,New,2013-12-03,136,21,21,1,1,1,21,0
17060,AW00028059,Bradley Shen,66,60 and above,New,2013-07-23,141,83,83,1,4,4,83,0
17061,AW00028060,Blake Rodriguez,48,40-59,New,2013-08-08,140,40,40,1,2,2,40,0
17062,AW00028061,Kyle Lopez,48,40-59,VIP,2013-11-01,137,3003,182,2,4,4,6006,33
17063,AW00028062,Xavier Roberts,54,40-59,VIP,2013-11-27,137,2981,180,2,2,2,5962,33
17064,AW00028063,Gabrielle Turner,53,40-59,VIP,2013-11-01,137,3013,182,2,5,5,6026,33
17065,AW00028064,Tamara Nath,48,40-59,VIP,2013-11-06,137,2981,180,2,2,2,5962,33
17066,AW00028065,Carrie Gill,54,40-59,VIP,2013-11-15,137,2998,181,2,3,3,5997,33
17067,AW00028066,Justin Taylor,45,40-59,VIP,2013-11-24,137,2998,176,2,3,3,5997,34
17068,AW00028067,Olivia Bennett,45,40-59,VIP,2013-11-18,137,2998,181,2,3,3,5997,33
17069,AW00028068,Amanda Wood,50,40-59,VIP,2013-11-26,137,3010,182,2,4,4,6021,33
17070,AW00028069,Jacob Johnson,48,40-59,New,2013-11-27,137,554,554,1,3,3,554,0
17071,AW00028070,Ian Morris,46,40-59,VIP,2013-12-09,136,2998,176,2,3,3,5997,34
17072,AW00028071,Trevor Ross,40,40-59,VIP,2013-12-10,136,2985,175,2,3,3,5971,34
17073,AW00028072,Alyssa Morris,52,40-59,New,2013-10-29,138,549,549,1,2,2,549,0
17074,AW00028073,Mackenzie Green,53,40-59,New,2013-05-24,143,7,7,1,2,2,7,0
17075,AW00028074,Justin Davis,42,40-59,New,2013-10-17,138,13,13,1,2,2,13,0
17076,AW00028075,Edward Jones,47,40-59,New,2013-11-23,137,88,88,1,4,4,88,0
17077,AW00028076,Logan Williams,52,40-59,VIP,2013-12-24,136,2998,176,2,3,3,5997,34
17078,AW00028077,Sarah Williams,53,40-59,New,2013-06-04,142,21,21,1,1,1,21,0
17079,AW00028078,Jack Young,51,40-59,VIP,2013-12-16,136,3005,176,2,5,5,6011,34
17080,AW00028079,Haley Phillips,46,40-59,New,2013-11-30,137,40,40,1,2,2,40,0
17081,AW00028080,Isabella Peterson,51,40-59,New,2013-02-28,146,40,40,1,2,2,40,0
17082,AW00028081,Paige Watson,46,40-59,New,2013-12-14,136,25,25,1,2,2,25,0
17083,AW00028082,Nathaniel Peterson,51,40-59,New,2013-03-02,145,60,60,1,3,3,60,0
17084,AW00028083,Kaitlyn Foster,51,40-59,VIP,2013-12-25,136,2981,175,2,2,2,5962,34
17085,AW00028084,Cameron McDonald,51,40-59,New,2013-09-06,139,60,60,1,3,3,60,0
17086,AW00028085,Jeremiah Evans,40,40-59,New,2013-06-02,142,5,5,1,1,1,5,0
17087,AW00028086,Bridget Anand,41,40-59,New,2013-04-08,144,166,166,1,3,3,166,0
17088,AW00028087,Maria Simmons,41,40-59,New,2013-05-29,143,7,7,1,2,2,7,0
17089,AW00028088,Marshall Lal,41,40-59,New,2011-03-06,169,3578,3578,1,1,1,3578,0
17090,AW00028089,Xavier Campbell,40,40-59,New,2013-09-12,139,15,15,1,3,3,15,0
17091,AW00028090,Edward Walker,41,40-59,New,2013-04-01,144,40,40,1,2,2,40,0
17092,AW00028091,Valerie Liang,76,60 and above,New,2013-11-25,137,1250,1250,1,2,2,1250,0
17093,AW00028092,Morgan Hall,41,40-59,New,2011-08-11,164,3578,3578,1,1,1,3578,0
17094,AW00028093,Brad Kumar,42,40-59,New,2013-09-20,139,2,2,1,1,1,2,0
17095,AW00028094,Melanie Peterson,41,40-59,New,2013-02-21,146,2,2,1,1,1,2,0
17096,AW00028095,Natalie Bryant,42,40-59,New,2013-06-27,142,2,2,1,1,1,2,0
17097,AW00028096,Alexandra Stewart,41,40-59,New,2011-03-15,169,3578,3578,1,1,1,3578,0
17098,AW00028097,Jennifer Barnes,41,40-59,New,2011-03-09,169,3578,3578,1,1,1,3578,0
17099,AW00028098,Roger Zhu,73,60 and above,New,2013-11-11,137,1250,1250,1,2,2,1250,0
17100,AW00028099,Jesse Turner,41,40-59,VIP,2013-12-26,136,3010,182,2,4,4,6021,33
17101,AW00028100,Kimberly Gray,41,40-59,New,2013-08-12,140,49,49,1,3,3,49,0
17102,AW00028101,Timothy Bell,42,40-59,New,2013-02-10,146,79,79,1,2,2,79,0
17103,AW00028102,Arturo Deng,72,60 and above,New,2013-12-27,136,1300,1300,1,3,3,1300,0
17104,AW00028103,Pedro Martin,66,60 and above,New,2013-12-12,136,1215,1215,1,1,1,1215,0
17105,AW00028104,Hannah Williams,42,40-59,New,2013-11-29,137,7,7,1,2,2,7,0
17106,AW00028105,Hannah Garcia,42,40-59,New,2013-09-10,139,7,7,1,2,2,7,0
17107,AW00028106,Chloe Williams,43,40-59,New,2013-04-15,144,13,13,1,2,2,13,0
17108,AW00028107,Tara Simpson,70,60 and above,New,2013-02-14,146,810,810,1,4,4,810,0
17109,AW00028108,Roger Yang,70,60 and above,New,2013-03-07,145,751,751,1,2,2,751,0
17110,AW00028109,Leonard Tang,70,60 and above,New,2013-03-12,145,778,778,1,4,4,778,0
17111,AW00028110,Cassandra Sai,69,60 and above,New,2013-03-12,145,845,845,1,5,5,845,0
17112,AW00028111,Jon Zhang,68,60 and above,New,2013-03-27,145,865,865,1,5,5,865,0
17113,AW00028112,Savannah Evans,39,20-39,New,2011-03-07,169,3578,3578,1,1,1,3578,0
17114,AW00028113,Amanda Powell,68,60 and above,New,2013-04-18,144,901,901,1,2,2,901,0
17115,AW00028114,Jared Cox,67,60 and above,New,2013-02-25,146,570,570,1,3,3,570,0
17116,AW00028115,Deanna Jim├®nez,67,60 and above,New,2013-03-09,145,563,563,1,4,4,563,0
17117,AW00028116,Sabrina Dominguez,56,40-59,New,2013-04-23,144,618,618,1,4,4,618,0
17118,AW00028117,Craig Vazquez,54,40-59,New,2013-04-08,144,565,565,1,3,3,565,0
17119,AW00028118,Briana Jim├®nez,64,60 and above,New,2013-12-22,136,589,589,1,4,4,589,0
17120,AW00028119,Curtis Ma,59,40-59,New,2013-12-10,136,575,575,1,2,2,575,0
17121,AW00028120,Pedro Alvarez,59,40-59,New,2013-12-06,136,540,540,1,1,1,540,0
17122,AW00028121,Julia Robinson,45,40-59,New,2013-11-06,137,120,120,1,2,2,120,0
17123,AW00028122,Gabriel King,45,40-59,New,2013-05-25,143,40,40,1,2,2,40,0
17124,AW00028123,Daisy Ortega,45,40-59,New,2013-09-28,139,5,5,1,1,1,5,0
17125,AW00028124,Mackenzie Kelly,45,40-59,New,2013-11-28,137,21,21,1,4,4,21,0
17126,AW00028125,Dalton Jackson,44,40-59,New,2013-12-13,136,5,5,1,1,1,5,0
17127,AW00028126,Anna Johnson,45,40-59,New,2013-04-09,144,14,14,1,2,2,14,0
17128,AW00028127,Fernando Price,45,40-59,New,2013-04-07,144,5,5,1,1,1,5,0
17129,AW00028128,Jeremiah Lee,46,40-59,New,2013-12-01,136,13,13,1,2,2,13,0
17130,AW00028129,Justin Griffin,46,40-59,New,2011-08-13,164,3578,3578,1,1,1,3578,0
17131,AW00028130,Joshua Taylor,47,40-59,New,2011-08-14,164,3578,3578,1,1,1,3578,0
17132,AW00028131,Todd Zhu,47,40-59,VIP,2013-12-09,136,3005,182,2,5,5,6011,33
17133,AW00028132,Clinton Romero,47,40-59,New,2013-12-05,136,549,549,1,2,2,549,0
17134,AW00028133,Willie Huang,63,60 and above,New,2013-11-30,137,575,575,1,2,2,575,0
17135,AW00028134,Terrance Rana,63,60 and above,New,2013-12-08,136,575,575,1,2,2,575,0
17136,AW00028135,Carla Madan,63,60 and above,New,2013-12-02,136,549,549,1,2,2,549,0
17137,AW00028136,Kelli Raje,63,60 and above,New,2013-01-02,147,2384,2384,1,1,1,2384,0
17138,AW00028137,Kristi Lopez,50,40-59,New,2013-10-13,138,7,7,1,2,2,7,0
17139,AW00028138,Marvin Ramos,61,60 and above,New,2014-01-25,135,7,7,1,2,2,7,0
17140,AW00028139,Carrie Gutierrez,61,60 and above,New,2013-09-01,139,127,127,1,3,3,127,0
17141,AW00028140,Gilbert Kumar,56,40-59,New,2013-12-28,136,40,40,1,2,2,40,0
17142,AW00028141,Joseph Robinson,46,40-59,New,2013-02-22,146,94,94,1,2,2,94,0
17143,AW00028142,Willie Lin,40,40-59,New,2011-03-26,169,3578,3578,1,1,1,3578,0
17144,AW00028143,Samuel Gonzalez,40,40-59,New,2013-03-18,145,14,14,1,2,2,14,0
17145,AW00028144,Noah Phillips,45,40-59,New,2013-07-17,141,15,15,1,3,3,15,0
17146,AW00028145,Brandon Jones,45,40-59,New,2011-03-02,169,3578,3578,1,1,1,3578,0
17147,AW00028146,Gavin Washington,53,40-59,New,2013-07-07,141,60,60,1,3,3,60,0
17148,AW00028147,Omar Black,55,40-59,New,2011-03-30,169,3578,3578,1,1,1,3578,0
17149,AW00028148,Jon Zhao,50,40-59,New,2011-03-19,169,3578,3578,1,1,1,3578,0
17150,AW00028149,William Miller,50,40-59,New,2011-03-16,169,3578,3578,1,1,1,3578,0
17151,AW00028150,Connor Chen,55,40-59,New,2011-03-15,169,3578,3578,1,1,1,3578,0
17152,AW00028151,Katherine Walker,51,40-59,New,2013-06-28,142,5,5,1,1,1,5,0
17153,AW00028152,Ian Rivera,51,40-59,VIP,2013-12-20,136,3012,182,2,4,4,6025,33
17154,AW00028153,Mackenzie Torres,57,40-59,New,2013-11-03,137,570,570,1,3,3,570,0
17155,AW00028154,Katherine Patterson,52,40-59,VIP,2013-12-07,136,2985,180,2,3,3,5971,33
17156,AW00028155,Taylor Watson,51,40-59,VIP,2013-12-04,136,2981,180,2,2,2,5962,33
17157,AW00028156,Gabrielle Hall,52,40-59,VIP,2013-12-07,136,2998,181,2,3,3,5997,33
17158,AW00028157,Elijah Edwards,51,40-59,New,2013-09-10,139,7,7,1,2,2,7,0
17159,AW00028158,Clarence Luo,58,40-59,VIP,2013-12-24,136,2998,181,2,3,3,5997,33
17160,AW00028159,Tamara Yang,58,40-59,VIP,2013-12-24,136,2989,181,2,5,5,5978,33
17161,AW00028160,Melanie Reed,57,40-59,New,2013-11-26,137,575,575,1,2,2,575,0
17162,AW00028161,Jessica Perry,41,40-59,New,2011-08-11,164,3578,3578,1,1,1,3578,0
17163,AW00028162,Bruce Ward,58,40-59,New,2011-03-17,169,3578,3578,1,1,1,3578,0
17164,AW00028163,Rachel Washington,52,40-59,New,2011-03-23,169,3578,3578,1,1,1,3578,0
17165,AW00028164,Gabrielle Coleman,57,40-59,New,2011-03-14,169,3578,3578,1,1,1,3578,0
17166,AW00028165,Alexa Rivera,58,40-59,New,2011-08-12,164,3578,3578,1,1,1,3578,0
17167,AW00028166,Cassidy Coleman,58,40-59,New,2011-03-20,169,3578,3578,1,1,1,3578,0
17168,AW00028167,Samuel Hughes,59,40-59,New,2011-03-25,169,3578,3578,1,1,1,3578,0
17169,AW00028168,Jacqueline Ward,58,40-59,New,2011-03-04,169,3578,3578,1,1,1,3578,0
17170,AW00028169,Lucas Blue,53,40-59,New,2011-08-14,164,3578,3578,1,1,1,3578,0
17171,AW00028170,Isabella Johnson,53,40-59,New,2011-03-18,169,3578,3578,1,1,1,3578,0
17172,AW00028171,Aidan Henderson,53,40-59,New,2011-03-27,169,3578,3578,1,1,1,3578,0
17173,AW00028172,Charles Moore,53,40-59,New,2011-03-03,169,3578,3578,1,1,1,3578,0
17174,AW00028173,Timothy Young,60,60 and above,New,2011-08-26,164,3578,3578,1,1,1,3578,0
17175,AW00028174,Marco Subram,54,40-59,New,2014-01-15,135,40,40,1,2,2,40,0
17176,AW00028175,Clifford Subram,60,60 and above,New,2013-02-24,146,7,7,1,2,2,7,0
17177,AW00028176,Natalie Roberts,53,40-59,New,2011-08-13,164,3578,3578,1,1,1,3578,0
17178,AW00028177,Cameron Henderson,52,40-59,New,2011-08-22,164,3578,3578,1,1,1,3578,0
17179,AW00028178,Katherine James,47,40-59,New,2011-08-06,164,3578,3578,1,1,1,3578,0
17180,AW00028179,Billy Alvarez,52,40-59,New,2011-03-07,169,3578,3578,1,1,1,3578,0
17181,AW00028180,Jerry Chander,52,40-59,New,2011-03-19,169,3578,3578,1,1,1,3578,0
17182,AW00028181,Katherine Rodriguez,49,40-59,New,2011-03-04,169,3578,3578,1,1,1,3578,0
17183,AW00028182,Fernando Turner,59,40-59,New,2011-03-05,169,3578,3578,1,1,1,3578,0
17184,AW00028183,Nicole Howard,59,40-59,New,2011-03-07,169,3578,3578,1,1,1,3578,0
17185,AW00028184,Madison Russell,49,40-59,New,2011-03-22,169,3578,3578,1,1,1,3578,0
17186,AW00028185,Eric Alexander,49,40-59,New,2011-03-06,169,3578,3578,1,1,1,3578,0
17187,AW00028186,Jenny Wagner,60,60 and above,New,2011-03-05,169,3578,3578,1,1,1,3578,0
